iter	Logloss
579	0.3635464782
580	0.3634157204
581	0.3633034514
582	0.3631552815
583	0.3630065918
584	0.362902936
585	0.3627191622
586	0.3625345717
587	0.3623606735
588	0.3622263888
589	0.3620950741
590	0.3619438598
591	0.3617717808
592	0.3616031916
593	0.3615163167
594	0.3614105076
595	0.3611926893
596	0.3611233379
597	0.3609473235
598	0.360826961
599	0.3606349082
600	0.3604999552
601	0.3603816346
602	0.3602449737
603	0.3601063823
604	0.3600119709
605	0.3597869131
606	0.359656972
607	0.3594665527
608	0.3594199967
609	0.3593057229
610	0.3591867711
611	0.3591024209
612	0.3589653888
613	0.3587484244
614	0.3585504314
615	0.3584247227
616	0.358296341
617	0.3580628184
618	0.3580132552
619	0.3579294246
620	0.3578371665
621	0.3577421239
622	0.3575804773
623	0.3574399182
624	0.3572968346
625	0.3571222681
626	0.3569923271
627	0.3569133972
628	0.3568047665
629	0.356702373
630	0.3565186735
631	0.3564361795
632	0.3563515693
633	0.3562223708
634	0.3560010998
635	0.3558352579
636	0.3557121852
637	0.3556290972
638	0.3555426679
639	0.3554833034
640	0.3554466972
641	0.3553498354
642	0.3552042643
643	0.3550741005
644	0.354957562
645	0.3546983111
646	0.3545802504
647	0.3544698748
648	0.3543170641
649	0.354184153
650	0.3540842469
651	0.3538089947
652	0.3536739674
653	0.3535228274
654	0.3533561317
655	0.3532045091
656	0.3530882304
657	0.3529767039
658	0.352842382
659	0.3527326375
660	0.352623487
661	0.3524292438
662	0.3523220981
663	0.3523170118
664	0.3521710695
665	0.3520365991
666	0.3519463458
667	0.3518884663
668	0.3517333168
669	0.3515582676
670	0.3514027839
671	0.351229851
672	0.3511838147
673	0.350982963
674	0.3508284446
675	0.3507042952
676	0.3504836553
677	0.3503859768
678	0.3503065643
679	0.3502714431
680	0.3501231247
681	0.3499948543
682	0.3498775733
683	0.3497105805
684	0.3495509015
685	0.3494209976
686	0.349167427
687	0.349120871
688	0.349000657
689	0.3488352606
690	0.348698377
691	0.3484941097
692	0.3483568178
693	0.3482181521
694	0.3480959704
695	0.3479828846
696	0.347747283
697	0.3475220395
698	0.3473945859
699	0.3472265907
700	0.3470894844
701	0.3469611769
702	0.3468369533
703	0.3466687725
704	0.3464431948
705	0.3462800632
706	0.346116486
707	0.3459961977
708	0.3458447978
709	0.3456534875
710	0.3455003056
711	0.3453175714
712	0.3451899693
713	0.3451267066
714	0.3450029285
715	0.3448899912
716	0.3447953941
717	0.344644217
718	0.3446307031
719	0.3444197903
720	0.3443594234
721	0.3442450011
722	0.3441469513
723	0.3440105503
724	0.3439534876
725	0.3438356126
726	0.3436746342
727	0.3436399214
728	0.3434874449
729	0.3432412623
730	0.3431443263
731	0.3430240381
732	0.3428785412
733	0.3427193449
734	0.3425270693
735	0.3424055188
736	0.3422856018
737	0.3421930838
738	0.3420456935
739	0.3419179429
740	0.3417685479
741	0.3416815616
742	0.3415206575
743	0.3414398713
744	0.3412863924
745	0.3411382596
746	0.3410455189
747	0.3409053311
748	0.3407626929
749	0.3406744073
750	0.340616565
751	0.3404076198
752	0.3402499085
753	0.3401600636
754	0.3401020356
755	0.3399328895
756	0.3397508236
757	0.3397393517
758	0.3395846105
759	0.3394423065
760	0.3392897557
761	0.339208821
762	0.339070638
763	0.3389630097
764	0.3388063751
765	0.3386726101
766	0.3386509285
767	0.338496967
768	0.3383939794
769	0.3382894326
770	0.3381545538
771	0.3380148486
772	0.3379124922
773	0.3376453706
774	0.3375027325
775	0.3373695244
776	0.3372677991
777	0.3370928985
778	0.3370166788
779	0.3367405355
780	0.3366554427
781	0.33650731
782	0.3363271003
783	0.3363058642
784	0.3361933353
785	0.3359398018
786	0.3358107147
787	0.3356494764
788	0.3355483452
789	0.3353226933
790	0.3352140997
791	0.3350512651
792	0.3350126169
793	0.3348626278
794	0.3346827152
795	0.3346072009
796	0.3345584916
797	0.3344139972
798	0.3343392996
799	0.3341667008
800	0.3340726978
801	0.3340271813
802	0.3339124248
803	0.3337794766
804	0.3336556242
805	0.333591322
806	0.3334489437
807	0.3333299177
808	0.3331724292
809	0.3330277863
810	0.3329038968
811	0.3327028966
812	0.3325373146
813	0.3324460218
814	0.3322871967
815	0.3321767468
816	0.3319844712
817	0.3318895029
818	0.3317988412
819	0.3316837877
820	0.3315027242
821	0.3313678825
822	0.3311962118
823	0.3311916453
824	0.3310984219
825	0.3310202346
826	0.330855655
827	0.3307164696
828	0.330560132
829	0.3305211496
830	0.3303864936
831	0.3303207806
832	0.3302332746
833	0.3300522482
834	0.3298721499
835	0.3297895445
836	0.329643528
837	0.3295114707
838	0.3294535171
839	0.3293096166
840	0.329199538
841	0.3291883631
842	0.3291239866
843	0.3290025846
844	0.3288660351
845	0.3287807567
846	0.3286731655
847	0.3285279286
848	0.3283815407
849	0.3282181863
850	0.3280434713
851	0.3279079614
852	0.327720178
853	0.3275998155
854	0.327484465
855	0.3274674984
856	0.3272323423
857	0.3270362427
858	0.3268633098
859	0.3267692325
860	0.3267195579
861	0.326622956
862	0.3265504489
863	0.326361329
864	0.3262147927
865	0.3260865966
866	0.3259572124
867	0.325881067
868	0.3258025455
869	0.3256675553
870	0.3255472671
871	0.3254337357
872	0.3253291146
873	0.3252463979
874	0.3252033317
875	0.3251421481
876	0.3249943865
877	0.3249114099
878	0.3248004403
879	0.3246021874
880	0.3244171143
881	0.3242285513
882	0.3241222966
883	0.323995994
884	0.3238177149
885	0.3236837642
886	0.3235037402
887	0.3233682674
888	0.3232861447
889	0.3231579857
890	0.3230366579
891	0.3229353782
892	0.322709652
893	0.32248129
894	0.3223331943
895	0.3222471362
896	0.3221137425
897	0.3220006196
898	0.3217996936
899	0.3217146008
900	0.3215848454
901	0.321520506
902	0.3214505235
903	0.3212959308
904	0.3212092045
905	0.321102987
906	0.3209897155
907	0.320871135
908	0.3207710062
909	0.3206760379
910	0.320634234
911	0.3204111067
912	0.3202989119
913	0.3201899099
914	0.320073557
915	0.3199570556
916	0.3197966713
917	0.3196799471
918	0.3195588049
919	0.3194066254
920	0.3193547233
921	0.3192914977
922	0.3191811963
923	0.3191050137
924	0.319088901
925	0.3189687613
926	0.3188798074
927	0.3187505717
928	0.3186323997
929	0.3184446163
930	0.3183066561
931	0.318289541
932	0.318156073
933	0.3179726334
934	0.3178138454
935	0.3176978267
936	0.3176762565
937	0.3175682198
938	0.3174420656
939	0.3172663111
940	0.3171309497
941	0.3170366496
942	0.3169185147
943	0.316812854
944	0.3166702902
945	0.3165498163
946	0.3163280255
947	0.3163075691
948	0.3161883203
949	0.316019694
950	0.3158778727
951	0.3157052739
952	0.3155772263
953	0.3154762806
954	0.3153132603
955	0.3151758199
956	0.315086012
957	0.3149482374
958	0.3148443589
959	0.3148110568
960	0.3146893949
961	0.3145894517
962	0.314437792
963	0.3143092617
964	0.3140852434
965	0.313896272
966	0.3138527603
967	0.3137154684
968	0.3135537846
969	0.3134802751
970	0.3132663922
971	0.3131035575
972	0.3129872417
973	0.312825261
974	0.3126100415
975	0.3125831994
976	0.3125232038
977	0.3123817165
978	0.3123458528
979	0.3122202927
980	0.3119937126
981	0.311872719
982	0.311786995
983	0.3115809828
984	0.3113774023
985	0.3113052294
986	0.3112216773
987	0.3111321294
988	0.3110107088
989	0.3108922397
990	0.3107917767
991	0.3106055712
992	0.3104941932
993	0.3103362406
994	0.3102979266
995	0.3101790676
996	0.3100655549
997	0.3099033885
998	0.3098157525
999	0.3096814863
